continente,count,mean,std,min,25%,50%,75%,max
América do Norte,562.0,17679.312268577763,51803.46325288843,26.45417865209753,87.41666666666667,727.0392336094561,18222.5,958078.0
América do Sul,49.0,991.1414865616598,1903.5446914422396,0.4379951052171348,11.090267294201226,198.26901852963385,1090.866846089802,10467.62397907436
Europa,4857.0,21761.939238015133,50502.03801920978,7.506580995782501,5410.106984430721,10440.767156649561,19756.240758458727,1299608.5935461423
Oceania,41.0,12709.07583001098,16425.74012692748,124.799416484318,3710.997272303905,8841.72709733218,16178.564300445745,102630.56350209567
África,584.0,883.4248935445656,2941.92606245384,0.2387434554973822,151.20962985924137,343.6295531447786,760.6198037315517,63760.617436714834
Ásia,6712.0,1085.8904543150365,6648.817164145884,0.023179068122888346,24.6993746993747,71.48203999906286,310.6614731779353,202451.73587474474
